temperature,value
906.5,-0
906,-0
905.5,-0
905,-0
904.5,-0
904,-0
903.5,-0
903,0
902.5,-0
902,-0
901.5,0
901,-0
900.5,0
900,-0
899.5,0
899,0
898.5,0
898,0
897.5,0
897,-0
896.5,-0
896,0
895.5,0
895,0
894.5,-0
894,-0
893.5,-0
893,0
892.5,0
892,0
891.5,-0
891,-0
890.5,-0
890,0
889.5,-0
889,-0
888.5,0
888,-0
887.5,-0
887,0
886.5,-0
886,0
885.5,-0
885,0
884.5,-0
884,-0
883.5,-0
883,0
882.5,0
882,0
881.5,-0
881,0
880.5,-0
880,0
879.5,0
879,0
878.5,0
878,-0
877.5,-0
877,-0
876.5,-0
876,0
875.5,-0
875,-0
874.5,-0
874,-0
873.5,-0
873,-0
872.5,0
872,-0
871.5,-0
871,0
870.5,0
870,-0
869.5,0
869,0
868.5,-0
868,-0
867.5,-0
867,-0
866.5,0
866,-0
865.5,0
865,0
864.5,-0
864,-0
863.5,-0
863,0
862.5,-0
862,0
861.5,-0
861,0
860.5,0
860,0
859.5,0
859,0
858.5,0
858,-0
857.5,-0
857,-0
856.5,-0
856,-0
855.5,0
855,-0
854.5,0
854,0
853.5,0
853,0
852.5,0
852,0
851.5,0
851,-0
850.5,-0
850,-0
849.5,-0
849,0
848.5,-0
848,0
847.5,-0
847,-0
846.5,0
846,-0
845.5,0
845,0
844.5,-0
844,-0
843.5,0
843,0
842.5,-0
842,-0
841.5,0
841,0
840.5,-0
840,-0
839.5,-0
839,-0
838.5,0
838,0
837.5,0
837,0
836.5,0
836,-0
835.5,-0
835,-0
834.5,-0
834,-0
833.5,-0
833,-0
832.5,-0
832,-0
831.5,0
831,0
830.5,-0
830,0
829.5,0
829,-0
828.5,-0
828,0
827.5,0
827,-0
826.5,0
826,-0
825.5,-0
825,0
824.5,-0
824,-0
823.5,0
823,0
822.5,0
822,0
821.5,0
821,-0
820.5,0
820,-0
819.5,0
819,0
818.5,0
818,0
817.5,0
817,0
816.5,-0
816,-0
815.5,-0
815,-0
814.5,0
814,0
813.5,-0
813,0
812.5,-0
812,-0
811.5,0
811,-0
810.5,-0
810,0
809.5,-0
809,0
808.5,-0
808,-0
807.5,-0
807,0
806.5,-0
806,0
805.5,-0
805,-0
804.5,-0
804,0
803.5,-0
803,0
802.5,0
802,-0
801.5,-0
801,0
800.5,-0
800,-0
799.5,-0
799,0
798.5,0
798,-0
797.5,0
797,-0
796.5,0
796,0
795.5,0
795,0
794.5,0
794,-0
793.5,0
793,-0
792.5,0
792,0
791.5,0
791,-0
790.5,0
790,-0
789.5,0
789,0
788.5,-0
788,0
787.5,-0
787,0
786.5,-0
786,-0
785.5,0
785,0
784.5,0
784,0
783.5,-0
783,-0
782.5,-0
782,0
781.5,-0
781,-0
780.5,0
780,0
779.5,-0
779,0
778.5,0
778,-0
777.5,-0
777,0
776.5,0
776,0
775.5,0
775,-0
774.5,0
774,-0
773.5,-0
773,0
772.5,0
772,-0
771.5,-9.75485e-236
771,-3.01223e-137
770.5,-2.04656e-61
770,-3.19164e-57
769.5,-9.2098e-56
769,-7.83796e-12
768.5,-1.47593e-05
768,-0.945611
767.5,-0.917123
767,-0.985688
766.5,-0.974257
766,-0.671341
765.5,-0.076398
765,-0.969158
764.5,-0.711762
764,-0.908061
763.5,-0.987746
763,-0.92701
762.5,-0.656128
762,-0.891242
761.5,-0.694068
761,-0.994862
760.5,-0.916358
760,-0.897112
759.5,-0.734286
759,-0.985477
758.5,-0.794041
758,-0.908446
757.5,-0.74335
757,-0.889868
756.5,-0.812903
756,-0.0980582
755.5,-0.52246
755,-0.984924
754.5,-0.921256
754,-0.734493
753.5,-0.66367
753,-0.795457
752.5,-0.994066
752,-0.397643
751.5,-0.932156
751,-0.9579
750.5,-0.751273
750,-0.998868
749.5,-0.971657
749,-0.678665
748.5,-0.985309
748,-0.808392
747.5,-0.685671
747,-0.995262
746.5,-0.90365
746,-0.893448
745.5,-0.993291
745,-0.232467
744.5,-0.997419
744,-0.991285
743.5,-0.730843
743,-0.464481
742.5,-0.130591
742,-0.961015
741.5,0.000297058
741,-0.769346
740.5,-0.863717
740,-0.728899
739.5,-0.895512
739,-0.947873
738.5,-0.798926
738,-0.671424
737.5,-0.981668
737,-0.66947
736.5,-0.418385
736,-0.702664
735.5,-0.141154
735,-0.990579
734.5,-0.864833
734,-0.726853
733.5,-0.828589
733,-0.606475
732.5,-0.854312
732,-0.991325
731.5,-0.857828
731,-0.921049
730.5,-0.778083
730,-0.348333
729.5,-0.707331
729,-0.995894
728.5,-0.9305
728,-0.671096
727.5,-0.643612
727,-0.902147
726.5,-0.93788
726,-0.413533
725.5,-0.993233
725,-0.243601
724.5,-0.374102
724,-0.463521
723.5,-0.000734561
723,-0.992477
722.5,-0.986436
722,-0.837842
721.5,-0.91802
721,-0.812474
720.5,-0.644905
720,-0.582171
719.5,-0.951657
719,-0.359272
718.5,-0.678991
718,-0.290515
717.5,-0.501788
717,-0.621196
716.5,-0.947818
716,-0.998189
715.5,-0.95144
715,-0.918834
714.5,-0.953906
714,-0.92075
713.5,-0.972787
713,-0.9363
712.5,-0.390224
712,-0.819146
711.5,-0.834332
711,-0.77691
710.5,-0.349292
710,-0.975713
709.5,-0.92876
709,-0.911017
708.5,-0.97605
708,-0.846366
707.5,-0.429456
707,-0.797156
706.5,-0.997948
706,-0.792987
705.5,-0.942714
705,-0.962434
704.5,-0.987862
704,-0.991828
703.5,-0.974135
703,-0.542374
702.5,-0.905156
702,-0.988248
701.5,-0.937636
701,-0.964746
700.5,-0.98118
700,-0.660217
699.5,-0.969077
699,-0.988155
698.5,-0.875516
698,-0.971552
697.5,-0.635101
697,-0.980012
696.5,-0.98781
696,-0.959658
695.5,-0.905175
695,-0.871967
694.5,-0.937945
694,-0.975042
693.5,-0.287242
693,-0.917125
692.5,-0.999907
692,-0.985615
691.5,-0.930908
691,-0.750349
690.5,-0.919293
690,-0.925288
689.5,-0.615899
689,-0.732427
688.5,-0.856717
688,-0.563658
687.5,-0.960672
687,-0.635651
686.5,-0.605464
686,-0.991198
685.5,-0.949619
685,-0.580886
684.5,-0.596102
684,-0.685284
683.5,-0.975148
683,-0.949574
682.5,-1.48375e-13
682,-1.15387e-12
681.5,-0.960233
681,-0.956028
680.5,-0.912117
680,-0.925299
679.5,-0.997385
679,-0.295049
678.5,-0.894291
678,-0.847074
677.5,-0.997476
677,-0.832667
676.5,-0.973456
676,-0.979725
675.5,-0.922003
675,-0.928
674.5,-0.861457
674,-0.311289
673.5,-0.465329
673,-0.817357
672.5,-0.756397
672,-0.989619
671.5,-0.992318
671,-0.897931
670.5,-0.7735
670,-0.663929
669.5,-0.760701
669,-0.879869
668.5,-0.870211
668,-0.745287
667.5,-0.95292
667,-0.474821
666.5,-0.67397
666,-0.976522
665.5,-0.935473
665,-0.486697
664.5,-0.961479
664,-0.962576
663.5,-0.956781
663,-0.76136
662.5,-0.900414
662,-0.990927
661.5,-0.834887
661,-0.17613
660.5,-0.484977
660,-0.908843
659.5,-0.524348
659,-0.854946
658.5,-0.990549
658,-0.470154
657.5,-0.734246
657,-0.905756
656.5,-0.940846
656,-0.20435
655.5,-0.424922
655,-0.995705
654.5,-0.906666
654,-0.857618
653.5,-0.980436
653,-0.962656
652.5,-0.931991
652,-0.999003
651.5,-0.975953
651,-0.840296
650.5,-0.970635
650,-0.884623
649.5,-0.820548
649,-0.994538
648.5,-0.987955
648,-0.492292
647.5,-0.971647
647,-0.958565
646.5,-0.874416
646,-0.894353
645.5,-0.96175
645,-0.403169
644.5,-0.93019
644,-0.66583
643.5,-0.756598
643,-0.657492
642.5,-0.816199
642,-0.923456
641.5,-0.992241
641,-0.977716
640.5,-0.849607
640,-0.976446
639.5,-0.997022
639,-0.836622
638.5,-0.96339
638,-0.893063
637.5,-0.907583
637,-0.906302
636.5,-0.80792
636,-0.630193
635.5,-0.998442
635,-0.987557
634.5,-0.978208
634,-0.980255
633.5,6.22821e-05
633,-0.859356
632.5,-0.776184
632,-0.597905
631.5,-0.966164
631,-0.964769
630.5,-0.846844
630,-0.0925565
629.5,-0.773025
629,-0.824948
628.5,-0.928532
628,-0.890037
627.5,-0.998861
627,-0.780395
626.5,-0.804468
626,-0.763287
625.5,-0.939159
625,-0.975744
624.5,-0.970126
624,-0.936867
623.5,-0.32927
623,-0.546615
622.5,-0.846298
622,-0.312038
621.5,-0.907979
621,-0.931937
620.5,-0.982751
620,-0.293383
619.5,-0.998822
619,-0.97304
618.5,-0.740518
618,-0.574973
617.5,-0.950514
617,-0.989016
616.5,-0.998127
616,-0.906122
615.5,-0.365499
615,-0.949371
614.5,-0.989371
614,-0.995531
613.5,-0.982633
613,-0.59598
612.5,-0.936805
612,-0.966271
611.5,-0.558331
611,-0.702406
610.5,-0.954492
610,0.00293929
609.5,-0.545673
609,-0.881122
608.5,-0.806826
608,-0.752353
607.5,-0.751561
607,-0.909484
606.5,-0.246504
606,-0.917148
605.5,-0.382898
605,-0.862936
604.5,-0.941481
604,-0.591164
603.5,-0.957255
603,-0.38854
602.5,-0.542334
602,-0.961667
601.5,-0.359092
601,-0.924145
600.5,-0.838309
600,-0.993624
599.5,-0.842783
599,-0.838245
598.5,-0.89696
598,-0.904405
597.5,-0.938451
597,-0.548987
596.5,-0.941857
596,-0.588291
595.5,-0.872203
595,-0.859235
594.5,-0.900679
594,-0.799709
593.5,-0.948053
593,-0.664462
592.5,-0.961497
592,-0.8406
591.5,-0.989017
591,-0.995889
590.5,-0.46933
590,-0.946873
589.5,-0.946679
589,-0.904854
588.5,-0.804935
588,-0.883829
587.5,-0.889406
587,-0.944816
586.5,-0.925639
586,-0.94676
585.5,-0.954868
585,-0.642756
584.5,-0.673674
584,-0.981812
583.5,-0.941982
583,-0.144607
582.5,-0.947873
582,-0.176187
581.5,-0.862224
581,-0.981583
580.5,-0.907983
580,-0.641606
579.5,-0.732998
579,-0.387633
578.5,-0.97358
578,-0.60167
577.5,-0.96948
577,-0.948475
576.5,-0.880034
576,-0.959672
575.5,-0.483695
575,-0.811889
574.5,-0.893567
574,-0.702374
573.5,-0.843621
573,-0.689601
572.5,-0.976078
572,-0.9999
571.5,-0.915519
571,-0.300455
570.5,-0.702632
570,-0.676225
569.5,-0.940431
569,-0.950374
568.5,-0.953544
568,-0.770041
567.5,-0.695114
567,-0.609071
566.5,-0.822114
566,-0.997515
565.5,-0.794722
565,-0.977926
564.5,-0.957266
564,-0.88946
563.5,-0.97491
563,-0.951901
562.5,-0.79916
562,-0.844234
561.5,-0.966448
561,-0.744715
560.5,-0.984852
560,-0.665411
559.5,-0.769418
559,-0.286662
558.5,-0.796087
558,-0.877203
557.5,-0.892232
557,-0.350473
556.5,-0.892044
556,-0.487285
555.5,-0.93492
555,-0.778069
554.5,-0.90002
554,-0.659545
553.5,-0.994206
553,-0.987919
552.5,-0.883591
552,-0.973015
551.5,-0.789501
551,-0.938287
550.5,-0.941323
550,-0.70436
549.5,-0.981661
549,-0.829016
548.5,-0.964037
548,-0.708633
547.5,-0.0804729
547,-0.499814
546.5,-0.829346
546,-0.522625
545.5,-0.890015
545,-0.80299
544.5,-0.764308
544,-0.237789
543.5,-0.518366
543,-0.849171
542.5,-0.981898
542,-0.887789
541.5,-0.876024
541,-0.976178
540.5,-0.984761
540,-0.974201
539.5,-0.490754
539,-0.311552
538.5,-0.998586
538,-0.861265
537.5,-0.557247
537,-0.999308
536.5,-0.959866
536,-0.811256
535.5,-0.985814
535,-0.874017
534.5,-0.963402
534,-0.714986
533.5,-0.893849
533,-0.829094
532.5,-0.972591
532,-0.76614
531.5,-0.973095
531,-0.908763
530.5,-0.820378
530,-0.93499
529.5,-0.570278
529,-0.999272
528.5,-0.937694
528,-0.0508665
527.5,-0.886317
527,-0.798382
526.5,-0.977928
526,-0.890602
525.5,-0.585378
525,-0.978121
524.5,-0.997394
524,-0.731623
523.5,-0.991234
523,-0.910915
522.5,-0.997455
522,-0.652439
521.5,-0.907853
521,-0.660374
520.5,-0.992376
520,-0.411412
519.5,-0.780637
519,-0.244886
518.5,-0.941674
518,-0.685893
517.5,-0.923614
517,-0.929358
516.5,-0.0218323
516,-0.730325
515.5,-0.925043
515,-0.693175
514.5,-0.988536
514,-0.610897
513.5,-0.55163
513,-0.840211
512.5,-0.795566
512,-0.525016
511.5,-0.970527
511,-0.85766
510.5,-0.47928
510,-0.944617
509.5,-0.068998
509,-0.944366
508.5,-0.615792
508,-0.967887
507.5,-0.891919
507,-0.499149
506.5,-0.944078
506,-0.921672
505.5,-0.931001
505,-0.536664
504.5,-0.913465
504,-0.710921
503.5,-0.994801
503,-0.83743
502.5,-0.879737
502,-0.689451
501.5,-0.317146
501,-0.514613
500.5,-0.994434
500,-0.860892
499.5,-0.988014
499,-0.9609
498.5,-0.833748
498,-0.926598
497.5,-0.817382
497,-0.062493
496.5,-0.764911
496,-0.929841
495.5,-0.952053
495,-0.855466
494.5,-0.724252
494,-0.960542
493.5,-0.991552
493,-0.983332
492.5,-0.36827
492,-0.998017
491.5,-0.954773
491,-0.983029
490.5,-0.958934
490,-0.787879
489.5,-0.909698
489,-0.683349
488.5,-0.914963
488,-0.754824
487.5,-0.978901
487,-0.928595
486.5,-0.190618
486,-0.881661
485.5,-0.789233
485,-0.849939
484.5,-0.219991
484,-0.853678
483.5,-0.971826
483,-0.946522
482.5,-0.953117
482,-0.326122
481.5,-0.74392
481,-0.804319
480.5,-0.809848
480,-0.926064
479.5,-0.7377
479,-0.937184
478.5,-0.799677
478,-0.526173
477.5,-0.925221
477,-0.9363
476.5,-0.946474
476,-0.284436
475.5,-0.582444
475,-0.861617
474.5,-0.332399
474,-0.416211
473.5,-0.568919
473,-0.825337
472.5,-0.999883
472,-0.950501
471.5,-0.475732
471,-0.929127
470.5,-0.53327
470,-0.558588
469.5,-0.941276
469,-0.993166
468.5,-0.74316
468,-0.582382
467.5,-0.990261
467,-0.461084
466.5,-0.922139
466,-0.897396
465.5,-0.996263
465,-0.587859
464.5,-0.138304
464,-0.929747
463.5,-0.252729
463,-0.304563
462.5,-0.874043
462,-0.804627
461.5,-0.943416
461,-0.843772
460.5,-0.946263
460,-0.762353
459.5,-0.709122
459,-0.594386
458.5,-0.914216
458,-0.649076
457.5,-0.483553
457,-0.901096
456.5,-0.792068
456,-0.461461
455.5,-0.94367
455,-0.793405
454.5,-0.993995
454,-0.167405
453.5,-0.866863
453,-0.466211
452.5,-0.925016
452,-0.235472
451.5,-0.798192
451,-0.997916
450.5,-0.963526
450,-0.887428
449.5,-0.91392
449,-0.915505
448.5,-0.654926
448,-0.652566
447.5,-0.99153
447,-0.869464
446.5,-0.439005
446,-0.930481
445.5,-0.828081
445,-0.683356
444.5,-0.739384
444,-0.870628
443.5,-0.963626
443,-0.766864
442.5,-0.978134
442,-0.209391
441.5,-0.88295
441,-0.675775
440.5,-0.937585
440,-0.961996
439.5,-0.439138
439,-0.867196
438.5,-0.999209
438,-0.854676
437.5,-0.994245
437,-0.890388
436.5,-0.515142
436,-0.802353
435.5,-0.624287
435,-0.315926
434.5,-0.905053
434,-0.116284
433.5,-0.199431
433,-0.919587
432.5,-0.684616
432,-0.999581
431.5,-0.731871
431,-0.930517
430.5,-0.993672
430,-0.95424
429.5,-0.924858
429,-0.884054
428.5,-0.992313
428,-0.909518
427.5,-0.945449
427,-0.344055
426.5,-0.760439
426,-0.497941
425.5,-0.893297
425,-0.909101
424.5,-0.478297
424,-0.905833
423.5,-0.836836
423,-0.69505
422.5,-0.985742
422,-0.944141
421.5,-0.890699
421,-0.975966
420.5,-0.959659
420,-0.963097
419.5,-0.835516
419,-0.997543
418.5,-0.860279
418,-0.479645
417.5,-0.994019
417,-0.9264
416.5,-0.960745
416,-0.504753
415.5,-0.880035
415,-0.928801
414.5,-0.998989
414,-0.0679314
413.5,-0.998593
413,-0.846315
412.5,-0.901665
412,-0.902213
411.5,-5.41835e-06
411,5.31322e-10
410.5,-0.913968
410,-0.638798
409.5,-0.976327
409,-0.566105
408.5,-0.905791
408,-0.783766
407.5,-0.901419
407,-0.778405
406.5,-0.953369
406,-0.815671
405.5,-0.918572
405,-0.389042
404.5,-0.987344
404,-0.748219
403.5,-0.992833
403,-0.987524
402.5,-0.522645
402,-0.824004
401.5,-0.973887
401,-0.999471
400.5,-0.696502
400,-0.474353
399.5,-0.916392
399,-0.882057
398.5,-0.99498
398,-0.93505
397.5,-0.941595
397,-1.31054e-12
396.5,5.40014e-11
396,-4.46756e-09
395.5,-0.635379
395,-0.289327
394.5,-0.972494
394,-0.813928
393.5,-0.568053
393,-0.445098
392.5,-0.977864
392,-0.765728
391.5,-0.863691
391,-0.960067
390.5,-0.972177
390,-0.87468
389.5,-0.785158
389,-0.95926
388.5,-0.496827
388,-0.669704
387.5,-0.488297
387,-0.967129
386.5,-0.994986
386,-0.785215
385.5,-0.985153
385,-0.93617
384.5,-0.851129
384,-0.833889
383.5,-0.987508
383,-0.985814
382.5,-0.98425
382,-0.66274
381.5,-0.982271
381,-0.935926
380.5,-0.922098
380,-0.785904
379.5,-0.79175
379,-0.93363
378.5,-0.894407
378,-0.79073
377.5,-0.978335
377,-0.200152
376.5,-0.903142
376,-0.636929
375.5,-0.823375
375,-0.877203
374.5,-0.92915
374,-0.00286021
373.5,-0.994483
373,-0.990577
372.5,-0.966409
372,-0.796185
371.5,-0.977148
371,-0.705937
370.5,-0.739172
370,-0.978603
369.5,-0.662833
369,-0.565747
368.5,-0.906242
368,-0.964612
367.5,-0.923795
367,-0.635275
366.5,-0.995164
366,-0.867392
365.5,-0.97491
365,-0.991418
364.5,-0.867552
364,-0.261775
363.5,-0.609047
363,-0.97846
362.5,-0.860373
362,-0.704341
361.5,-0.800133
361,-0.257087
360.5,-0.802104
360,-0.724078
359.5,-0.814172
359,-0.882746
358.5,-0.826446
358,-0.889813
357.5,-0.980505
357,-0.819341
356.5,-0.266277
356,-0.926463
355.5,-0.808458
355,-0.908747
354.5,-0.933745
354,-0.888216
353.5,-0.949399
353,-0.928913
352.5,-0.918845
352,-0.855657
351.5,-0.978611
351,-0.988411
350.5,-0.913107
350,-0.960574
349.5,-0.665179
349,-0.673662
348.5,-0.986499
348,-0.800589
347.5,-0.628878
347,-0.769254
346.5,-0.00602308
346,-0.930676
345.5,-0.891579
345,-0.910598
344.5,-0.942563
344,-0.395639
343.5,-0.697882
343,-0.961473
342.5,-0.935633
342,-0.937481
341.5,-0.689556
341,-0.910255
340.5,-0.815875
340,-0.987342
339.5,-0.808906
339,-0.903771
338.5,-0.635292
338,-0.992584
337.5,-0.565936
337,-0.608144
336.5,-0.940224
336,-0.923647
335.5,-0.987348
335,-0.89852
334.5,-0.630632
334,-0.609496
333.5,-0.723096
333,-0.864127
332.5,-0.976845
332,-0.889335
331.5,-0.989179
331,-0.872935
330.5,-0.644569
330,-0.876021
329.5,-0.889525
329,-0.952968
328.5,-0.929149
328,-0.998687
327.5,-0.275201
327,-0.989494
326.5,-0.89633
326,-0.806829
325.5,-0.665999
325,-0.979886
324.5,-0.920685
324,-0.66034
323.5,-0.572789
323,-0.987599
322.5,-0.769384
322,-0.997428
321.5,-0.938252
321,-0.992257
320.5,-0.953513
320,-0.936805
319.5,-0.573583
319,-0.542127
318.5,-0.862353
318,-0.160622
317.5,-0.771213
317,-0.771644
316.5,-0.980401
316,-0.894029
315.5,-0.995862
315,-0.969523
314.5,-0.438024
314,-0.898419
313.5,-0.867092
313,-0.166663
312.5,-0.977105
312,-0.83824
311.5,-0.143539
311,-0.837449
310.5,-0.949386
310,-0.981814
309.5,-0.614469
309,-0.998915
308.5,-0.986426
308,-0.989589
307.5,-0.913606
307,-0.909392
306.5,-0.993799
306,-0.942904
305.5,-0.91166
305,-0.968747
304.5,-0.921598
304,-0.550202
303.5,-0.524619
303,-0.96223
302.5,-0.845763
302,0.00840625
301.5,-0.977086
301,-0.852638
300.5,-0.75564
300,-0.196175
299.5,-0.992387
299,-0.481181
298.5,-0.790655
298,-0.887458
297.5,-0.930349
297,-0.722466
296.5,-0.821261
296,-0.97375
295.5,-0.703489
295,-0.949221
294.5,-0.734629
294,-0.949983
293.5,-0.965893
293,-0.83257
292.5,-0.858652
292,-0.994635
291.5,-0.990046
291,-0.991067
290.5,-0.815821
290,-0.930404
289.5,-0.53696
289,-0.946246
288.5,-0.860838
288,-0.543364
287.5,-0.67023
287,-0.949764
286.5,-0.659411
286,-0.858837
285.5,-0.999829
285,-0.702033
284.5,-0.926127
284,-0.849511
283.5,-0.950385
283,-0.92948
282.5,-0.827533
282,-0.972477
281.5,-0.981106
281,-0.910805
280.5,-0.924506
280,-0.994404
279.5,-0.967563
279,-0.977728
278.5,-0.403197
278,-0.625653
277.5,-0.954552
277,-0.972648
276.5,-0.930015
276,-0.767748
275.5,-0.831358
275,-0.756936
274.5,-0.219257
274,-0.858383
273.5,-0.996983
273,-0.830872
272.5,-0.858703
272,-0.397797
271.5,-0.997686
271,-0.941703
270.5,-0.809177
270,-0.964242
269.5,-0.853381
269,-0.757213
268.5,-0.559362
268,-0.932529
267.5,-0.984503
267,-0.386076
266.5,-0.390548
266,-0.986602
265.5,-0.798303
265,-0.992754
264.5,-0.528777
264,-0.99753
263.5,-0.63687
263,-0.677636
262.5,-0.860569
262,-0.405194
261.5,-0.888003
261,-0.97502
260.5,-0.747745
260,-0.969282
259.5,-0.996764
259,-0.958024
258.5,-0.643293
258,-0.988948
257.5,-0.90443
257,-0.466755
256.5,-0.928597
256,-0.989803
255.5,-0.898239
255,-0.921119
254.5,-0.890381
254,-0.8983
253.5,-0.917383
253,-0.935206
252.5,-0.970056
252,-0.391261
251.5,-0.983506
251,-0.400581
250.5,-0.993031
250,-0.974157
249.5,-0.907908
249,-0.89809
248.5,-0.89266
248,-0.832228
247.5,-0.825561
247,-0.930554
246.5,-0.922998
246,-0.989582
245.5,-0.872923
245,-0.43418
244.5,-0.970377
244,-0.86511
243.5,-0.408092
243,-0.642304
242.5,-0.150329
242,-0.616064
241.5,-0.884568
241,-0.903855
240.5,-0.690963
240,-0.811804
239.5,-0.968038
239,-0.643499
238.5,-0.534722
238,-0.937285
237.5,-0.752295
237,-0.429874
236.5,-0.868645
236,-0.746973
235.5,-0.953755
235,-0.928718
234.5,-0.985282
234,-0.680156
233.5,-0.913496
233,-0.880907
232.5,-0.719603
232,-0.965654
231.5,-0.683305
231,-0.322198
230.5,-0.367446
230,-0.709261
229.5,-0.519632
229,-0.948301
228.5,-0.755599
228,-0.142165
227.5,-0.224823
227,-0.747188
226.5,-0.985397
226,-0.885792
225.5,-0.793684
225,-0.445835
224.5,4.47435e-11
224,7.37427e-10
223.5,-8.36783e-12
223,-0.157725
222.5,-0.967216
222,-0.960793
221.5,-0.980107
221,-0.844905
220.5,-0.883973
220,-0.968311
219.5,-0.40399
219,-0.636509
218.5,-0.910448
218,-0.953401
217.5,-0.564207
217,-0.88069
216.5,-0.580246
216,-0.992596
215.5,-6.41408e-06
215,-0.693937
214.5,-0.908085
214,-0.551758
213.5,-0.906302
213,-0.848894
212.5,-0.934283
212,-0.324989
211.5,-0.99116
211,-0.967522
210.5,-0.918472
210,-0.92304
209.5,-0.919225
209,-0.986903
208.5,-0.99328
208,-0.751038
207.5,-0.869163
207,-0.946659
206.5,-0.963454
206,-0.838562
205.5,-0.948087
205,-0.882048
204.5,-0.912817
204,-0.993233
203.5,-0.86668
203,-0.976196
202.5,-0.98415
202,-0.691439
201.5,-0.998742
201,-0.968177
200.5,-0.989117
200,-0.180301
199.5,-0.644753
199,-0.633714
198.5,-0.249023
198,-0.616646
197.5,-0.995265
197,-0.79852
196.5,-0.997026
196,-0.418407
195.5,-0.944633
195,-0.30235
194.5,-0.993822
194,-0.770507
193.5,-0.607018
193,-0.450429
192.5,-0.703696
192,-0.949568
191.5,-0.87328
191,-0.982788
190.5,-0.977842
190,-0.755168
189.5,-0.988602
189,-0.0789689
188.5,-0.908155
188,-0.973758
187.5,-0.964275
187,-0.926531
186.5,-0.613341
186,0.000635165
185.5,-0.718994
185,-0.350802
184.5,-0.833445
184,-0.977951
183.5,-0.797748
183,-0.529365
182.5,-0.463295
182,-0.74555
181.5,-0.993737
181,-0.82346
180.5,-0.720217
180,-0.843186
179.5,-0.824811
179,-0.911855
178.5,-0.99992
178,-0.559374
177.5,-0.611488
177,-0.955728
176.5,-0.969238
176,-0.889775
175.5,-0.680206
175,-0.945285
174.5,-0.885857
174,-0.96002
173.5,-0.944166
173,-0.0450213
172.5,-0.851886
172,-0.869756
171.5,-0.974609
171,-0.964057
170.5,-0.790726
170,-0.918883
169.5,-0.511456
169,-0.924082
168.5,-0.991385
168,-0.620383
167.5,-0.590588
167,-0.948018
166.5,-0.425778
166,-0.578043
165.5,-0.983986
165,-0.332155
164.5,-0.674465
164,-0.936858
163.5,-0.909818
163,-0.745031
162.5,-0.961237
162,-0.883237
161.5,-0.845614
161,-0.923215
160.5,-0.535581
160,-0.702031
159.5,-0.978894
159,-0.609447
158.5,-0.868227
158,-0.519424
157.5,-0.943927
157,-0.929225
156.5,-0.747523
156,-0.894254
155.5,-0.883974
155,-0.965235
154.5,-0.158677
154,-0.214762
153.5,-0.80492
153,-0.994287
152.5,-0.947389
152,-0.639431
151.5,-0.983911
151,-0.615558
150.5,-0.94005
150,-0.967632
149.5,-0.852188
149,-0.987624
148.5,-0.992059
148,-0.951122
147.5,-0.97337
147,-0.938929
146.5,-0.981454
146,-0.607507
145.5,-0.981475
145,-0.122255
144.5,-0.953064
144,-0.959422
143.5,-0.993521
143,-0.726095
142.5,-0.954338
142,-0.932401
141.5,-0.669713
141,-0.731572
140.5,-0.904066
140,-0.993122
139.5,-0.979299
139,-0.887697
